ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
5058298901476893676,2021-07,0.0098631288054633
274692171162531764,2021-07,0.016437988393762457
274692171162531764,2021-07,0.019932592635368607
274692171162531764,2021-07,0.026012611346518954
465309249432033993,2021-07,0.005470868950315305
465309249432033993,2021-07,0.005259322431919683
465309249432033993,2021-07,0.006156783982971603
465309249432033993,2021-07,0.006156783982971603
5883155883105348987,2021-07,0.0321272829447151
5883155883105348987,2021-07,0.02073308836995597
4489904752023469353,2021-07,0.0611397555295452
3355881107559250653,2021-07,0.008680980957903752
3355881107559250653,2021-07,0.007015153778730084
3355881107559250653,2021-07,0.009212748374568782
3355881107559250653,2021-07,0.005770600047932713
3355881107559250653,2021-07,0.006225530103169795
3355881107559250653,2021-07,0.005181445446807911
3355881107559250653,2021-07,0.00645887005448871
6330043096034525408,2021-07,0.13256536403660174
6330043096034525408,2021-07,0.13319037003377726
6964108750473070287,2021-07,0.005153542723739699
6964108750473070287,2021-07,0.007085093723658755
6964108750473070287,2021-07,0.004006475353163213
6964108750473070287,2021-07,0.004333885405910973
6964108750473070287,2021-07,0.003679890357139652
6964108750473070287,2021-07,0.003679890357139652
6964108750473070287,2021-07,0.0036647889152075777
6964108750473070287,2021-07,0.0036647889152075777
6964108750473070287,2021-07,0.003980542604273233
6964108750473070287,2021-07,0.0033575287126064407
6964108750473070287,2021-07,0.0027607660979698146
6964108750473070287,2021-07,0.002828407096383809
6964108750473070287,2021-07,0.0037698724192635736
6964108750473070287,2021-07,0.0030035765010001597
6964108750473070287,2021-07,0.0030035765010001597
6964108750473070287,2021-07,0.00581520982737587
4008627434689715639,2021-07,0.3186754305593145
4008627434689715639,2021-07,0.2643556052339217
4008627434689715639,2021-07,0.2792400678759104
5757271354816214865,2021-07,0.834630212054035
5757271354816214865,2021-07,0.9065751292727432
5757271354816214865,2021-07,0.8420227451216729
5757271354816214865,2021-07,0.834630212054035
5757271354816214865,2021-07,0.8403315858287115
5757271354816214865,2021-07,0.7581131090911305
5757271354816214865,2021-07,0.7015637958510594
5757271354816214865,2021-07,0.7063916495688843
5757271354816214865,2021-07,0.7179276450777354
5757271354816214865,2021-07,0.7167146173269219
5757271354816214865,2021-07,0.8243238676033188
5757271354816214865,2021-07,0.9165728107673644
5757271354816214865,2021-07,0.8243238676033188
5757271354816214865,2021-07,0.8355345084132484
5757271354816214865,2021-07,0.8355345084132484
8909740532547211288,2021-07,0.006403948764517203
8909740532547211288,2021-07,0.006403948764517203
8909740532547211288,2021-07,0.006152425964955388
4045739494965095560,2021-07,0.00657641590120814
4045739494965095560,2021-07,0.006038741802404664
4045739494965095560,2021-07,0.005978522415208402
6759864637454708017,2021-07,0.003984363430948848
6759864637454708017,2021-07,0.003924076776120583
6759864637454708017,2021-07,0.003511192980864094
6759864637454708017,2021-07,0.005606633245600459
6759864637454708017,2021-07,0.004549487099031221
6759864637454708017,2021-07,0.004710442590996637
6134696632487351445,2021-07,0.008963172385048786
6134696632487351445,2021-07,0.0038911393312864445
6134696632487351445,2021-07,0.0037238456963799584
5373371196946859811,2021-07,0.034560140942796455
3095686599956852697,2021-07,0.002697177137793964
3095686599956852697,2021-07,0.005731995154224333
3095686599956852697,2021-07,0.002757469354435339
1616952665234409442,2021-07,0.031748483190130274
1616952665234409442,2021-07,0.021375716664752388
1088521227159442264,2021-07,0.01613959088902677
1088521227159442264,2021-07,0.008199092756926584
1088521227159442264,2021-07,0.01011199166348662
8529899700094903171,2021-07,0.0047961870345646085
8529899700094903171,2021-07,0.008025648116357949
8529899700094903171,2021-07,0.004488434384219235
8529899700094903171,2021-07,0.004488434384219235
8529899700094903171,2021-07,0.005772584903140901
8529899700094903171,2021-07,0.004531485351088089
8529899700094903171,2021-07,0.004256128661944881
499242942549937267,2021-07,0.04175174959197936
499242942549937267,2021-07,0.2017047456860112
499242942549937267,2021-07,0.19430672520302117
499242942549937267,2021-07,0.04173194152772203
499242942549937267,2021-07,0.04173194152772203
499242942549937267,2021-07,0.03932576938150916
499242942549937267,2021-07,0.051502522203736946
499242942549937267,2021-07,0.041969244117049574
499242942549937267,2021-07,0.041942898614645126
5897410907783139228,2021-07,0.005989973817973929
5897410907783139228,2021-07,0.007395177819742236
5897410907783139228,2021-07,0.004057013060665766
5897410907783139228,2021-07,0.0036381686698528947
2083323809219952960,2021-07,0.005276368785835795
2083323809219952960,2021-07,0.008549335167880449
2083323809219952960,2021-07,0.009048877997476399
2083323809219952960,2021-07,0.008999785128614731
2083323809219952960,2021-07,0.005057359175064233
2083323809219952960,2021-07,0.004359423630614508
2083323809219952960,2021-07,0.004810257329237053
2083323809219952960,2021-07,0.015180166797487944
2083323809219952960,2021-07,0.03462964835335931
2083323809219952960,2021-07,0.020476669329345568
1953058402621337677,2021-07,0.009146644502637842
1953058402621337677,2021-07,0.0057133512927667815
1953058402621337677,2021-07,0.009599323699066164
1953058402621337677,2021-07,0.006901071221290946
3408536439470975134,2021-07,0.003941101333729595
3408536439470975134,2021-07,0.003941101333729595
3408536439470975134,2021-07,0.003941101333729595
3408536439470975134,2021-07,0.0026249181509250263
5687511145009775604,2021-07,0.22358712299687766
5687511145009775604,2021-07,0.7178948752505339
7485107528960607346,2021-07,0.029398916259538388
7485107528960607346,2021-07,0.04074959791479765
531805620371082364,2021-07,0.012126616755007277
5761480994209806499,2021-07,0.0025077210300996087
5761480994209806499,2021-07,0.002436041471814357
5761480994209806499,2021-07,0.002436041471814357
5761480994209806499,2021-07,0.002436041471814357
5761480994209806499,2021-07,0.0025610706595144304
5761480994209806499,2021-07,0.002436041471814357
5761480994209806499,2021-07,0.0025610706595144304
5761480994209806499,2021-07,0.0014767380727506317
5761480994209806499,2021-07,0.001230742606857335
5761480994209806499,2021-07,0.001577585812864623
5761480994209806499,2021-07,0.0012476966935711094
5761480994209806499,2021-07,0.0016324348020057757
5761480994209806499,2021-07,0.0009203195606084985
5761480994209806499,2021-07,0.0008878867220529848
5761480994209806499,2021-07,0.0012055877140091304
5761480994209806499,2021-07,0.0012675444306322488
4762256864594914240,2021-07,0.006607018115903102
8570963260597299378,2021-07,0.006017263743894997
5974858472822751652,2021-07,0.0033137014371359464
3421433989501830226,2021-07,0.6999562072445149
4327694790333781288,2021-07,0.004053312959358895
4327694790333781288,2021-07,0.0033817824763381914
8173830874846355280,2021-07,0.008940306488317014
8173830874846355280,2021-07,0.008940306488317014
8173830874846355280,2021-07,0.008940306488317014
8173830874846355280,2021-07,0.00699023738922159
8173830874846355280,2021-07,0.00699023738922159
8173830874846355280,2021-07,0.00686669058383395
8173830874846355280,2021-07,0.00587943861517051
8173830874846355280,2021-07,0.00545437815608516
8173830874846355280,2021-07,0.005511072381995716
8173830874846355280,2021-07,0.006043874067792997
2347028805684088098,2021-07,0.003077635398671084
3632378524835692731,2021-07,0.0041530046485599844
3632378524835692731,2021-07,0.002453480352611783
3632378524835692731,2021-07,0.003993657523972634
2033394215069562776,2021-07,0.014960066986849062
2033394215069562776,2021-07,0.014960066986849062
2033394215069562776,2021-07,0.013012252480978322
2033394215069562776,2021-07,0.01163851309445188
3285246914299291124,2021-07,0.011464330323510947
3285246914299291124,2021-07,0.012752452784415882
3285246914299291124,2021-07,0.009900928830365469
3285246914299291124,2021-07,0.011276574466530484
2929243640075785940,2021-07,0.0058695905107813365
2929243640075785940,2021-07,0.0063808994693003215
2929243640075785940,2021-07,0.0058171573374231796
2929243640075785940,2021-07,0.00572425848590239
2929243640075785940,2021-07,0.0027843364551280118
2407532237672094312,2021-07,0.008115922436805492
2407532237672094312,2021-07,0.007530289726189604
2407532237672094312,2021-07,0.006408278055409569
5635781225931111684,2021-07,0.009529697154911521
5635781225931111684,2021-07,0.006852882407109613
1235244772550233980,2021-07,0.004217269595604028
1235244772550233980,2021-07,0.0034429636090530084
1235244772550233980,2021-07,0.003456470526657307
4365965554261111250,2021-07,0.08657465988767879
5162636608292907782,2021-07,0.13302286892040302
8248484932270772248,2021-07,0.0935145648915078
924957821424248698,2021-07,0.006061642530871044
924957821424248698,2021-07,0.004530583276772335
924957821424248698,2021-07,0.004530583276772335
6828316696355015040,2021-07,0.0033823920238502544
8409181491723988567,2021-07,0.003281608402761751
8409181491723988567,2021-07,0.004408752301278129
8409181491723988567,2021-07,0.022925995969045362
8409181491723988567,2021-07,0.0030413364708498556
4532469127306079736,2021-07,0.005045282249092299
7664272163315705419,2021-07,0.006660661051050653
7664272163315705419,2021-07,0.0075312975941165625
9206030810342980458,2021-07,0.0019554853914337906
9206030810342980458,2021-07,0.0018990482950596921
9206030810342980458,2021-07,0.004152402295024721
5810778736737569699,2021-07,0.008408177115386543
5810778736737569699,2021-07,0.009941527150532
1366416810235233769,2021-07,0.00283101802776575
1366416810235233769,2021-07,0.0028977907229179147
1366416810235233769,2021-07,0.0027860903876190295
1366416810235233769,2021-07,0.04959345726275
1366416810235233769,2021-07,0.0025459213600456908
1366416810235233769,2021-07,0.004609355465969821
8067924767167570288,2021-07,0.008736783790061773
7908414709866823255,2021-07,0.010832663291987598
7908414709866823255,2021-07,0.011014483304678887
7908414709866823255,2021-07,0.0069194915311654856
7908414709866823255,2021-07,0.007775663767548914
8994944800097997361,2021-07,0.0761998136189192
8994944800097997361,2021-07,0.1032476336116352
6950439982480713649,2021-07,0.1622602039404739
6950439982480713649,2021-07,0.11163217559216361
8901696535927078963,2021-07,0.008968163326197978
8901696535927078963,2021-07,0.008119954655563838
8901696535927078963,2021-07,0.007790735692563917
8901696535927078963,2021-07,0.005800707377605939
8901696535927078963,2021-07,0.004955542003922926
8901696535927078963,2021-07,0.006228911772509824
8901696535927078963,2021-07,0.00527022479918358
6204723742351094322,2021-07,0.016039016405412533
3095408468798675621,2021-07,0.008582100539092422
3095408468798675621,2021-07,0.008763542084240378
7722287846688771887,2021-07,0.005948861150683158
312543480920432545,2021-07,0.08774377115335565
312543480920432545,2021-07,0.006359654626081863
312543480920432545,2021-07,0.0061746302533707085
6394935036014530592,2021-07,0.005210714158732284
6394935036014530592,2021-07,0.005718819199112972
3281617395243454427,2021-07,0.039996688872070196
1115703227712697214,2021-07,0.011954515119562484
1115703227712697214,2021-07,0.01333371535799165
8185063234515056194,2021-07,0.004656718923575131
8185063234515056194,2021-07,0.004016063733519022
8185063234515056194,2021-07,0.0026771325122371425
8185063234515056194,2021-07,0.0028380225464895745
8185063234515056194,2021-07,0.0023744555903761674
7492389223353246125,2021-07,0.12374963871099322
7492389223353246125,2021-07,0.20422215740653163
7492389223353246125,2021-07,0.1466099988405304
6217788509719675691,2021-07,0.012328535818979055
6217788509719675691,2021-07,0.004924236914184026
8716163053080758848,2021-07,0.007295598812856847
